Order ID,Product,Category,Sales,Profit,Date,Region,Year,Month,Profit Margin
ORD-2241,Laptop,Technology,77.59,19.75,2023-05-24,East,2023,2023-05,0.255
ORD-2242,Phone,Technology,690.5,191.86,2023-12-28,West,2023,2023-12,0.278
ORD-2243,Sofa,Furniture,210.67,15.23,2025-07-11,East,2025,2025-07,0.072
ORD-2244,Binder,Office Supplies,17.23,3.19,2024-06-15,West,2024,2024-06,0.185
ORD-2245,Paper,Office Supplies,36.0,-0.12,2023-06-13,West,2023,2023-06,-0.003
ORD-2246,Laptop,Technology,489.9,56.81,2025-09-05,West,2025,2025-09,0.116
ORD-2247,Laptop,Technology,219.77,81.73,2023-07-18,East,2023,2023-07,0.372
ORD-2248,Stapler,Office Supplies,44.4,10.53,2025-08-27,South,2025,2025-08,0.237
ORD-2249,Stapler,Office Supplies,38.22,5.2,2024-05-05,Central,2024,2024-05,0.136
ORD-2250,Bookcase,Furniture,219.495,-43.06,2023-07-25,Central,2023,2023-07,-0.196
ORD-2251,Chair,Furniture,244.76,44.24,2025-12-22,East,2025,2025-12,0.181
ORD-2252,Phone,Technology,151.0,56.7,2025-11-20,South,2025,2025-11,0.375
ORD-2253,Laptop,Technology,836.05,33.23,2023-04-04,Central,2023,2023-04,0.04
ORD-2254,Sofa,Furniture,40.5,2.18,2025-03-30,South,2025,2025-03,0.054
ORD-2255,Laptop,Technology,122.02,25.82,2024-08-24,South,2024,2024-08,0.212
ORD-2256,Envelope,Office Supplies,101.51,37.69,2023-09-19,East,2023,2023-09,0.371
ORD-2257,Pen Set,Office Supplies,66.34,6.97,2025-07-02,West,2025,2025-07,0.105
ORD-2258,Desk,Furniture,394.91,20.03,2023-07-03,West,2023,2023-07,0.051
ORD-2259,Phone,Technology,543.36,151.8,2024-03-27,Central,2024,2024-03,0.279
ORD-2260,Paper,Office Supplies,19.06,3.35,2025-12-30,West,2025,2025-12,0.176
ORD-2261,Monitor,Technology,1062.83,3.29,2024-12-03,East,2024,2024-12,0.003
ORD-2262,Tablet,Technology,58.21,10.25,2024-04-22,South,2024,2024-04,0.176
ORD-2263,Bookcase,Furniture,228.86,31.31,2023-08-26,West,2023,2023-08,0.137
ORD-2264,Tablet,Technology,314.97,7.59,2024-09-28,East,2024,2024-09,0.024
ORD-2265,Printer,Technology,615.49,267.41,2023-09-16,Central,2023,2023-09,0.434
ORD-2266,Laptop,Technology,657.07,122.35,2024-10-09,South,2024,2024-10,0.186
ORD-2267,Phone,Technology,648.2,131.05,2024-08-03,West,2024,2024-08,0.202
ORD-2268,Paper,Office Supplies,29.67,10.01,2024-09-24,Central,2024,2024-09,0.337
ORD-2269,Envelope,Office Supplies,37.9,10.58,2024-03-17,South,2024,2024-03,0.279
ORD-2270,Monitor,Technology,171.36,17.72,2024-04-05,West,2024,2024-04,0.103
ORD-2271,Table,Furniture,314.55,-12.64,2024-09-04,South,2024,2024-09,-0.04
ORD-2272,Sofa,Furniture,707.29,23.52,2024-11-22,South,2024,2024-11,0.033
ORD-2273,Phone,Technology,87.73,16.78,2025-12-17,East,2025,2025-12,0.191
ORD-2274,Envelope,Office Supplies,67.51,8.94,2023-07-19,South,2023,2023-07,0.132
ORD-2275,Bookcase,Furniture,517.12,166.47,2023-12-02,South,2023,2023-12,0.322
ORD-2276,Desk,Furniture,855.04,2.11,2024-02-05,Unknown,2024,2024-02,0.002
ORD-2277,Paper,Office Supplies,45.49,9.27,2025-02-10,West,2025,2025-02,0.204
ORD-2278,Chair,Furniture,97.43,29.31,2025-08-28,Central,2025,2025-08,0.301
ORD-2279,Stapler,Office Supplies,30.02,7.03,2023-11-01,South,2023,2023-11,0.234
ORD-2280,Table,Furniture,755.08,135.98,2024-09-11,South,2024,2024-09,0.18
ORD-2281,Laptop,Technology,592.42,162.5,2025-02-21,South,2025,2025-02,0.274
ORD-2282,Chair,Furniture,158.26,25.09,2023-09-07,East,2023,2023-09,0.159
ORD-2283,Sofa,Furniture,288.96,78.37,2024-07-14,South,2024,2024-07,0.271
ORD-2284,Phone,Technology,696.43,42.97,2024-09-03,South,2024,2024-09,0.062
ORD-2285,Binder,Office Supplies,29.89,7.29,2023-02-10,South,2023,2023-02,0.244
ORD-2286,Pen Set,Office Supplies,81.42,-4.67,2025-11-28,East,2025,2025-11,-0.057
ORD-2287,Paper,Office Supplies,35.92,12.03,2023-08-29,West,2023,2023-08,0.335
ORD-2288,Pen Set,Office Supplies,52.91,-0.27,2023-09-09,Central,2023,2023-09,-0.005
ORD-2289,Sofa,Furniture,132.0,25.49,2023-03-13,Central,2023,2023-03,0.193
ORD-2290,Binder,Office Supplies,36.5,8.42,2023-01-01,South,2023,2023-01,0.231
ORD-2291,Tablet,Technology,417.08,-0.41,2023-10-14,South,2023,2023-10,-0.001
ORD-2292,Tablet,Technology,124.96,7.65,2023-07-22,West,2023,2023-07,0.061
ORD-2293,Bookcase,Furniture,212.73,63.57,2023-10-02,West,2023,2023-10,0.299
ORD-2294,Sofa,Furniture,137.24,37.6,2023-06-02,South,2023,2023-06,0.274
ORD-2295,Table,Furniture,156.22,17.53,2023-06-20,South,2023,2023-06,0.112
ORD-2296,Sofa,Furniture,294.36,58.26,2023-05-25,West,2023,2023-05,0.198
ORD-2297,Binder,Office Supplies,42.74,19.08,2025-11-13,Central,2025,2025-11,0.446
ORD-2298,Phone,Technology,345.62,47.28,2024-05-21,East,2024,2024-05,0.137
ORD-2299,Pen Set,Office Supplies,23.39,3.85,2024-11-05,East,2024,2024-11,0.165
ORD-2300,Monitor,Technology,333.305,117.62,2024-07-14,West,2024,2024-07,0.353
ORD-2301,Laptop,Technology,520.2,144.63,2023-12-26,East,2023,2023-12,0.278
ORD-2302,Laptop,Technology,244.94,74.35,2024-07-31,Central,2024,2024-07,0.304
ORD-2303,Bookcase,Furniture,393.19,96.88,2024-01-06,South,2024,2024-01,0.246
ORD-2304,Envelope,Office Supplies,28.54,5.39,2025-09-03,South,2025,2025-09,0.189
ORD-2305,Binder,Office Supplies,32.2,4.44,2023-10-20,West,2023,2023-10,0.138
ORD-2306,Stapler,Office Supplies,61.34,12.36,2025-05-06,West,2025,2025-05,0.201
ORD-2307,Tablet,Technology,772.1,147.42,2024-07-18,Central,2024,2024-07,0.191
ORD-2308,Bookcase,Furniture,666.99,222.14,2024-09-17,East,2024,2024-09,0.333
ORD-2309,Chair,Furniture,194.8,21.2,2023-07-11,West,2023,2023-07,0.109
ORD-2310,Pen Set,Office Supplies,41.6,13.57,2025-05-18,East,2025,2025-05,0.326
ORD-2311,Tablet,Technology,333.305,155.84,2025-04-10,East,2025,2025-04,0.468
ORD-2312,Table,Furniture,332.71,97.14,2024-05-15,Central,2024,2024-05,0.292
ORD-2313,Envelope,Office Supplies,30.93,5.84,2025-07-07,East,2025,2025-07,0.189
ORD-2314,Binder,Office Supplies,38.81,2.72,2023-06-03,West,2023,2023-06,0.07
ORD-2315,Table,Furniture,110.36,33.06,2025-02-15,South,2025,2025-02,0.3
ORD-2316,Binder,Office Supplies,23.36,5.39,2024-08-17,East,2024,2024-08,0.231
ORD-2317,Envelope,Office Supplies,35.77,0.57,2024-03-21,South,2024,2024-03,0.016
ORD-2318,Paper,Office Supplies,17.74,5.35,2025-09-26,Unknown,2025,2025-09,0.302
ORD-2319,Printer,Technology,304.14,13.22,2023-01-11,East,2023,2023-01,0.043
ORD-2320,Chair,Furniture,222.3,35.17,2025-10-04,South,2025,2025-10,0.158
ORD-2321,Laptop,Technology,316.62,-2.03,2023-01-15,South,2023,2023-01,-0.006
ORD-2322,Printer,Technology,1027.85,108.29,2025-01-16,Central,2025,2025-01,0.105
ORD-2323,Table,Furniture,327.23,19.81,2023-11-28,South,2023,2023-11,0.061
ORD-2324,Binder,Office Supplies,89.7,25.38,2024-01-24,East,2024,2024-01,0.283
ORD-2325,Laptop,Technology,171.96,49.45,2024-02-12,West,2024,2024-02,0.288
ORD-2326,Table,Furniture,374.33,61.9,2025-10-11,South,2025,2025-10,0.165
ORD-2327,Tablet,Technology,95.82,12.55,2023-09-27,South,2023,2023-09,0.131
ORD-2328,Bookcase,Furniture,122.98,29.83,2024-04-29,East,2024,2024-04,0.243
ORD-2329,Paper,Office Supplies,38.01,5.53,2025-09-10,South,2025,2025-09,0.145
ORD-2330,Sofa,Furniture,95.47,15.11,2025-11-13,West,2025,2025-11,0.158
ORD-2331,Monitor,Technology,115.51,0.14,2024-02-11,South,2024,2024-02,0.001
ORD-2332,Envelope,Office Supplies,25.28,5.55,2024-01-22,West,2024,2024-01,0.22
ORD-2333,Chair,Furniture,201.62,25.31,2025-04-01,West,2025,2025-04,0.126
ORD-2334,Laptop,Technology,194.64,-10.95,2023-07-06,West,2023,2023-07,-0.056
ORD-2335,Binder,Office Supplies,64.16,11.76,2024-11-19,West,2024,2024-11,0.183
ORD-2336,Bookcase,Furniture,266.37,47.23,2024-07-05,East,2024,2024-07,0.177
ORD-2337,Bookcase,Furniture,261.02,-3.93,2024-01-08,East,2024,2024-01,-0.015
ORD-2338,Bookcase,Furniture,97.25,32.72,2024-07-27,South,2024,2024-07,0.336
ORD-2339,Printer,Technology,94.57,11.15,2024-09-15,Central,2024,2024-09,0.118
ORD-2340,Bookcase,Furniture,425.43,51.18,2025-01-10,Central,2025,2025-01,0.12
ORD-2341,Bookcase,Furniture,89.5,7.63,2025-02-25,West,2025,2025-02,0.085
ORD-2342,Paper,Office Supplies,14.0,3.31,2024-01-26,East,2024,2024-01,0.236
ORD-2343,Envelope,Office Supplies,57.38,8.25,2024-09-09,Central,2024,2024-09,0.144
ORD-2344,Binder,Office Supplies,12.5,2.12,2023-09-19,East,2023,2023-09,0.17
ORD-2345,Stapler,Office Supplies,19.62,1.04,2025-07-07,Central,2025,2025-07,0.053
ORD-2346,Phone,Technology,478.18,54.48,2023-12-08,East,2023,2023-12,0.114
ORD-2347,Sofa,Furniture,105.07,22.94,2024-01-25,East,2024,2024-01,0.218
ORD-2348,Paper,Office Supplies,38.67,13.01,2025-06-15,West,2025,2025-06,0.336
ORD-2349,Tablet,Technology,293.64,60.62,2024-02-28,Central,2024,2024-02,0.206
ORD-2350,Paper,Office Supplies,35.15,4.95,2025-10-28,South,2025,2025-10,0.141
ORD-2351,Bookcase,Furniture,131.27,9.59,2023-09-01,Central,2023,2023-09,0.073
ORD-2352,Desk,Furniture,64.99,-0.78,2023-09-30,Central,2023,2023-09,-0.012
ORD-2353,Desk,Furniture,307.44,23.31,2023-01-03,East,2023,2023-01,0.076
ORD-2354,Laptop,Technology,352.38,-19.81,2023-10-01,Central,2023,2023-10,-0.056
ORD-2355,Chair,Furniture,373.68,125.58,2024-03-25,Central,2024,2024-03,0.336
ORD-2356,Sofa,Furniture,108.43,20.79,2025-02-21,East,2025,2025-02,0.192
ORD-2357,Envelope,Office Supplies,26.46,4.46,2025-06-24,West,2025,2025-06,0.169
ORD-2358,Monitor,Technology,253.94,41.94,2024-04-19,South,2024,2024-04,0.165
ORD-2359,Laptop,Technology,508.93,83.41,2024-01-07,South,2024,2024-01,0.164
ORD-2360,Pen Set,Office Supplies,28.03,5.95,2024-07-31,West,2024,2024-07,0.212
ORD-2361,Tablet,Technology,811.09,90.95,2023-05-23,West,2023,2023-05,0.112
ORD-2362,Pen Set,Office Supplies,18.44,4.4,2025-12-14,East,2025,2025-12,0.239
ORD-2363,Table,Furniture,266.68,75.58,2023-02-12,Unknown,2023,2023-02,0.283
ORD-2364,Desk,Furniture,187.33,21.84,2023-06-21,West,2023,2023-06,0.117
ORD-2365,Chair,Furniture,64.11,21.7,2023-06-24,Central,2023,2023-06,0.338
ORD-2366,Monitor,Technology,775.89,175.02,2024-11-10,Central,2024,2024-11,0.226
ORD-2367,Tablet,Technology,276.56,38.59,2023-02-13,East,2023,2023-02,0.14
ORD-2368,Pen Set,Office Supplies,59.15,0.91,2023-01-03,West,2023,2023-01,0.015
ORD-2369,Bookcase,Furniture,96.36,33.59,2024-04-07,Central,2024,2024-04,0.349
ORD-2370,Paper,Office Supplies,32.21,0.26,2023-12-14,South,2023,2023-12,0.008
ORD-2371,Printer,Technology,265.63,73.35,2024-11-14,East,2024,2024-11,0.276
ORD-2372,Sofa,Furniture,164.74,26.66,2023-12-31,West,2023,2023-12,0.162
ORD-2373,Monitor,Technology,210.41,2.94,2024-08-10,Central,2024,2024-08,0.014
ORD-2374,Stapler,Office Supplies,27.23,2.32,2023-06-06,Central,2023,2023-06,0.085
ORD-2375,Binder,Office Supplies,19.57,3.42,2023-10-30,Central,2023,2023-10,0.175
ORD-2376,Laptop,Technology,432.83,163.8,2025-05-25,East,2025,2025-05,0.378
ORD-2377,Desk,Furniture,580.42,272.63,2024-12-23,South,2024,2024-12,0.47
ORD-2378,Tablet,Technology,132.69,0.37,2023-10-11,Central,2023,2023-10,0.003
ORD-2379,Tablet,Technology,451.78,73.95,2025-12-29,South,2025,2025-12,0.164
ORD-2380,Sofa,Furniture,412.32,86.24,2025-12-15,South,2025,2025-12,0.209
ORD-2381,Paper,Office Supplies,34.95,-0.62,2025-01-10,West,2025,2025-01,-0.018
ORD-2382,Pen Set,Office Supplies,41.31,8.31,2023-08-14,West,2023,2023-08,0.201
ORD-2383,Bookcase,Furniture,270.1,45.32,2023-10-23,South,2023,2023-10,0.168
ORD-2384,Monitor,Technology,303.2,79.78,2024-04-04,West,2024,2024-04,0.263
ORD-2385,Binder,Office Supplies,48.06,15.29,2023-02-23,South,2023,2023-02,0.318
ORD-2386,Sofa,Furniture,184.95,64.22,2025-09-03,East,2025,2025-09,0.347
ORD-2387,Monitor,Technology,562.51,78.8,2024-05-16,East,2024,2024-05,0.14
ORD-2388,Desk,Furniture,449.36,170.89,2023-10-14,South,2023,2023-10,0.38
ORD-2389,Printer,Technology,154.39,14.04,2023-01-28,South,2023,2023-01,0.091
ORD-2390,Sofa,Furniture,504.01,126.16,2025-10-27,West,2025,2025-10,0.25
ORD-2391,Tablet,Technology,186.99,18.97,2025-10-24,Central,2025,2025-10,0.101
ORD-2392,Laptop,Technology,156.15,0.02,2023-09-14,South,2023,2023-09,0.0
ORD-2393,Monitor,Technology,320.18,23.66,2025-08-17,East,2025,2025-08,0.074
ORD-2394,Monitor,Technology,1088.6,225.24,2025-01-30,East,2025,2025-01,0.207
ORD-2395,Bookcase,Furniture,91.89,14.92,2023-02-27,Central,2023,2023-02,0.162
ORD-2396,Sofa,Furniture,414.9,97.71,2024-09-25,East,2024,2024-09,0.236
ORD-2397,Bookcase,Furniture,304.55,28.48,2023-04-02,East,2023,2023-04,0.094
ORD-2398,Laptop,Technology,629.01,170.65,2023-01-18,Central,2023,2023-01,0.271
ORD-2399,Binder,Office Supplies,13.51,3.83,2025-03-11,Central,2025,2025-03,0.283
ORD-2400,Bookcase,Furniture,166.88,14.57,2025-10-28,South,2025,2025-10,0.087
ORD-2401,Pen Set,Office Supplies,14.76,5.32,2023-03-18,South,2023,2023-03,0.36
ORD-2402,Paper,Office Supplies,27.84,8.06,2024-03-17,West,2024,2024-03,0.29
ORD-2403,Sofa,Furniture,234.38,38.13,2025-07-05,Central,2025,2025-07,0.163
ORD-2404,Laptop,Technology,276.14,7.32,2024-05-04,South,2024,2024-05,0.027
ORD-2405,Sofa,Furniture,273.31,109.48,2023-07-19,South,2023,2023-07,0.401
ORD-2406,Paper,Office Supplies,25.36,2.7,2023-07-12,South,2023,2023-07,0.106
ORD-2407,Bookcase,Furniture,337.47,-15.26,2024-12-24,Central,2024,2024-12,-0.045
ORD-2408,Phone,Technology,187.87,76.44,2025-06-24,Central,2025,2025-06,0.407
ORD-2409,Pen Set,Office Supplies,42.02,8.42,2025-01-14,East,2025,2025-01,0.2
ORD-2410,Binder,Office Supplies,24.97,5.58,2025-01-21,South,2025,2025-01,0.223
ORD-2411,Table,Furniture,931.67,307.74,2024-06-22,South,2024,2024-06,0.33
ORD-2412,Paper,Office Supplies,28.07,1.34,2023-01-17,West,2023,2023-01,0.048
ORD-2413,Pen Set,Office Supplies,36.52,7.12,2024-04-01,East,2024,2024-04,0.195
ORD-2414,Phone,Technology,512.59,27.7,2023-08-12,South,2023,2023-08,0.054
ORD-2415,Phone,Technology,283.0,135.9,2025-04-02,West,2025,2025-04,0.48
ORD-2416,Monitor,Technology,410.06,-28.64,2023-08-23,South,2023,2023-08,-0.07
ORD-2417,Monitor,Technology,225.92,54.41,2024-10-17,West,2024,2024-10,0.241
ORD-2418,Bookcase,Furniture,708.4,61.66,2025-08-27,South,2025,2025-08,0.087
ORD-2419,Pen Set,Office Supplies,44.61,-1.08,2024-05-31,Central,2024,2024-05,-0.024
ORD-2420,Laptop,Technology,43.91,8.05,2025-07-13,Central,2025,2025-07,0.183
ORD-2421,Monitor,Technology,335.71,38.43,2023-07-09,East,2023,2023-07,0.114
ORD-2422,Monitor,Technology,973.16,217.28,2024-12-16,West,2024,2024-12,0.223
ORD-2423,Table,Furniture,891.3,200.77,2025-03-07,Central,2025,2025-03,0.225
ORD-2424,Chair,Furniture,15.72,1.64,2024-10-25,West,2024,2024-10,0.104
ORD-2425,Stapler,Office Supplies,23.55,2.52,2023-11-05,East,2023,2023-11,0.107
ORD-2426,Laptop,Technology,148.21,30.21,2024-06-22,Unknown,2024,2024-06,0.204
ORD-2427,Table,Furniture,471.99,72.92,2023-03-16,East,2023,2023-03,0.154
ORD-2428,Binder,Office Supplies,26.26,4.45,2024-03-18,South,2024,2024-03,0.169
ORD-2429,Paper,Office Supplies,34.95,33.65,2025-01-15,Central,2025,2025-01,0.963
ORD-2430,Table,Furniture,126.89,17.99,2025-04-27,South,2025,2025-04,0.142
ORD-2431,Stapler,Office Supplies,39.45,5.55,2023-12-27,East,2023,2023-12,0.141
ORD-2432,Sofa,Furniture,597.42,165.04,2025-02-20,South,2025,2025-02,0.276
ORD-2433,Stapler,Office Supplies,23.38,10.24,2023-06-29,East,2023,2023-06,0.438
ORD-2434,Pen Set,Office Supplies,22.37,6.59,2025-10-13,East,2025,2025-10,0.295
ORD-2435,Pen Set,Office Supplies,56.02,9.88,2024-08-16,East,2024,2024-08,0.176
ORD-2436,Pen Set,Office Supplies,14.95,3.23,2024-02-05,East,2024,2024-02,0.216
ORD-2437,Phone,Technology,395.57,125.54,2023-01-16,South,2023,2023-01,0.317
ORD-2438,Printer,Technology,317.11,72.05,2025-04-29,Unknown,2025,2025-04,0.227
ORD-2439,Chair,Furniture,258.66,29.79,2023-11-11,East,2023,2023-11,0.115
ORD-2440,Envelope,Office Supplies,20.0,4.1,2024-11-17,Central,2024,2024-11,0.205
ORD-2441,Pen Set,Office Supplies,26.5,9.31,2025-03-16,West,2025,2025-03,0.351
ORD-2442,Table,Furniture,364.29,77.78,2025-04-05,West,2025,2025-04,0.214
ORD-2443,Desk,Furniture,160.72,14.13,2025-03-13,East,2025,2025-03,0.088
ORD-2444,Binder,Office Supplies,38.85,8.38,2024-02-22,Central,2024,2024-02,0.216
ORD-2445,Binder,Office Supplies,21.15,2.35,2023-06-11,East,2023,2023-06,0.111
ORD-2446,Printer,Technology,83.08,13.51,2024-05-05,West,2024,2024-05,0.163
ORD-2447,Table,Furniture,203.69,30.65,2023-04-16,Central,2023,2023-04,0.15
ORD-2448,Envelope,Office Supplies,28.21,4.04,2023-08-16,East,2023,2023-08,0.143
ORD-2449,Printer,Technology,248.82,88.72,2023-07-10,West,2023,2023-07,0.357
ORD-2450,Table,Furniture,509.64,78.02,2025-10-02,East,2025,2025-10,0.153
ORD-2451,Paper,Office Supplies,36.58,2.81,2025-05-09,West,2025,2025-05,0.077
ORD-2452,Desk,Furniture,461.64,61.64,2023-01-21,Central,2023,2023-01,0.134
ORD-2453,Chair,Furniture,246.47,56.71,2024-12-11,Central,2024,2024-12,0.23
ORD-2454,Sofa,Furniture,200.55,41.43,2023-09-07,Central,2023,2023-09,0.207
ORD-2455,Binder,Office Supplies,60.34,16.44,2025-01-17,West,2025,2025-01,0.272
ORD-2456,Chair,Furniture,329.96,36.04,2024-07-02,West,2024,2024-07,0.109
ORD-2457,Envelope,Office Supplies,32.0,3.36,2025-08-14,Central,2025,2025-08,0.105
ORD-2458,Monitor,Technology,828.02,237.1,2023-12-21,Central,2023,2023-12,0.286
ORD-2459,Laptop,Technology,764.49,92.37,2023-12-06,Central,2023,2023-12,0.121
ORD-2460,Phone,Technology,294.23,61.15,2024-10-14,Central,2024,2024-10,0.208
ORD-2461,Stapler,Office Supplies,24.06,1.17,2023-05-12,Central,2023,2023-05,0.049
ORD-2462,Tablet,Technology,929.53,-3.4,2024-08-24,South,2024,2024-08,-0.004
ORD-2463,Stapler,Office Supplies,22.0,5.94,2023-03-03,South,2023,2023-03,0.27
ORD-2464,Bookcase,Furniture,181.57,-8.5,2023-05-29,West,2023,2023-05,-0.047
ORD-2465,Laptop,Technology,124.79,-2.72,2024-10-14,East,2024,2024-10,-0.022
ORD-2466,Stapler,Office Supplies,58.51,11.99,2023-05-16,West,2023,2023-05,0.205
ORD-2467,Sofa,Furniture,625.49,187.65,2023-06-03,Central,2023,2023-06,0.3
ORD-2468,Printer,Technology,187.26,70.92,2024-02-10,Central,2024,2024-02,0.379
ORD-2469,Phone,Technology,275.74,52.89,2023-09-12,East,2023,2023-09,0.192
ORD-2470,Sofa,Furniture,219.495,46.19,2024-08-06,East,2024,2024-08,0.21
ORD-2471,Table,Furniture,262.48,62.47,2023-09-26,Central,2023,2023-09,0.238
ORD-2472,Paper,Office Supplies,43.13,9.38,2023-02-03,Central,2023,2023-02,0.217
ORD-2473,Stapler,Office Supplies,26.3,2.32,2024-10-11,Central,2024,2024-10,0.088
ORD-2474,Phone,Technology,334.5,99.96,2025-03-16,East,2025,2025-03,0.299
ORD-2475,Paper,Office Supplies,31.03,6.42,2023-07-30,Central,2023,2023-07,0.207
ORD-2476,Bookcase,Furniture,495.69,89.99,2024-04-08,South,2024,2024-04,0.182
ORD-2477,Tablet,Technology,483.21,153.44,2023-04-18,East,2023,2023-04,0.318
ORD-2478,Laptop,Technology,318.67,45.99,2024-11-05,Central,2024,2024-11,0.144
ORD-2479,Binder,Office Supplies,30.53,4.94,2025-08-01,West,2025,2025-08,0.162
ORD-2480,Pen Set,Office Supplies,77.06,9.39,2023-09-08,South,2023,2023-09,0.122
ORD-2481,Printer,Technology,150.92,3.09,2025-09-15,Central,2025,2025-09,0.02
ORD-2482,Bookcase,Furniture,208.61,82.95,2024-02-26,West,2024,2024-02,0.398
ORD-2483,Chair,Furniture,167.76,10.63,2025-08-16,West,2025,2025-08,0.063
ORD-2484,Sofa,Furniture,420.46,51.53,2024-09-30,Central,2024,2024-09,0.123
ORD-2485,Desk,Furniture,281.89,6.47,2025-01-14,West,2025,2025-01,0.023
ORD-2486,Table,Furniture,712.36,162.06,2023-05-21,West,2023,2023-05,0.227
ORD-2487,Paper,Office Supplies,40.46,-1.01,2025-08-02,West,2025,2025-08,-0.025
ORD-2488,Monitor,Technology,1593.51,496.66,2023-02-28,Central,2023,2023-02,0.312
ORD-2489,Sofa,Furniture,54.05,9.8,2024-12-26,East,2024,2024-12,0.181
ORD-2490,Stapler,Office Supplies,47.52,9.94,2025-06-22,East,2025,2025-06,0.209
ORD-2491,Pen Set,Office Supplies,19.27,1.91,2024-08-25,West,2024,2024-08,0.099
ORD-2492,Pen Set,Office Supplies,37.2,3.9,2023-08-12,South,2023,2023-08,0.105
ORD-2493,Chair,Furniture,186.94,7.33,2023-03-15,East,2023,2023-03,0.039
ORD-2494,Monitor,Technology,167.43,7.51,2025-03-13,South,2025,2025-03,0.045
ORD-2495,Stapler,Office Supplies,32.03,7.42,2024-02-26,South,2024,2024-02,0.232
ORD-2496,Envelope,Office Supplies,35.89,8.86,2023-01-07,Central,2023,2023-01,0.247
ORD-2497,Printer,Technology,263.19,-4.5,2023-12-15,West,2023,2023-12,-0.017
ORD-2498,Monitor,Technology,434.32,-15.84,2025-08-29,East,2025,2025-08,-0.036
ORD-2499,Desk,Furniture,80.35,11.23,2024-12-22,East,2024,2024-12,0.14
ORD-2500,Table,Furniture,217.44,69.89,2023-04-03,East,2023,2023-04,0.321
ORD-2501,Sofa,Furniture,260.28,-0.66,2023-10-28,West,2023,2023-10,-0.003
ORD-2502,Phone,Technology,419.97,76.03,2024-12-19,South,2024,2024-12,0.181
ORD-2503,Phone,Technology,798.12,85.24,2024-12-23,East,2024,2024-12,0.107
ORD-2504,Envelope,Office Supplies,15.3,0.59,2023-08-19,South,2023,2023-08,0.039
ORD-2505,Table,Furniture,204.94,74.03,2023-10-18,West,2023,2023-10,0.361
ORD-2506,Pen Set,Office Supplies,13.61,3.91,2024-02-27,Central,2024,2024-02,0.287
ORD-2507,Paper,Office Supplies,22.99,2.15,2025-07-09,Central,2025,2025-07,0.094
ORD-2508,Stapler,Office Supplies,38.32,17.0,2025-03-11,Central,2025,2025-03,0.444
ORD-2509,Chair,Furniture,230.15,54.45,2023-09-09,Central,2023,2023-09,0.237
ORD-2510,Printer,Technology,400.41,19.62,2023-01-18,East,2023,2023-01,0.049
ORD-2511,Sofa,Furniture,608.12,154.85,2023-11-30,Central,2023,2023-11,0.255
ORD-2512,Table,Furniture,203.88,14.98,2024-03-21,East,2024,2024-03,0.073
ORD-2513,Laptop,Technology,254.32,62.45,2024-12-22,Unknown,2024,2024-12,0.246
ORD-2514,Printer,Technology,580.41,84.15,2023-06-26,West,2023,2023-06,0.145
ORD-2515,Tablet,Technology,54.91,5.95,2024-08-18,East,2024,2024-08,0.108
ORD-2516,Pen Set,Office Supplies,18.97,5.53,2025-03-28,South,2025,2025-03,0.292
ORD-2517,Tablet,Technology,79.77,2.67,2023-12-21,Central,2023,2023-12,0.033
ORD-2518,Binder,Office Supplies,12.73,2.14,2024-05-27,West,2024,2024-05,0.168
ORD-2519,Bookcase,Furniture,69.61,-5.21,2024-01-11,South,2024,2024-01,-0.075
ORD-2520,Sofa,Furniture,467.02,138.6,2024-10-03,South,2024,2024-10,0.297
ORD-2521,Phone,Technology,415.72,44.4,2025-05-11,South,2025,2025-05,0.107
ORD-2522,Table,Furniture,569.09,143.79,2023-10-15,East,2023,2023-10,0.253
ORD-2523,Stapler,Office Supplies,32.4,10.52,2024-08-23,West,2024,2024-08,0.325
ORD-2524,Paper,Office Supplies,66.4,-0.22,2025-11-26,South,2025,2025-11,-0.003
ORD-2525,Paper,Office Supplies,28.3,2.78,2023-07-19,Central,2023,2023-07,0.098
ORD-2526,Chair,Furniture,157.18,2.53,2024-02-24,East,2024,2024-02,0.016
ORD-2527,Desk,Furniture,137.44,4.28,2024-09-08,West,2024,2024-09,0.031
ORD-2528,Tablet,Technology,205.69,55.09,2023-08-23,West,2023,2023-08,0.268
ORD-2529,Paper,Office Supplies,18.81,1.37,2024-02-23,West,2024,2024-02,0.073
ORD-2530,Laptop,Technology,488.08,110.31,2024-09-06,East,2024,2024-09,0.226
ORD-2531,Stapler,Office Supplies,72.9,3.98,2023-09-10,South,2023,2023-09,0.055
ORD-2532,Binder,Office Supplies,38.11,5.32,2025-11-13,West,2025,2025-11,0.14
ORD-2533,Printer,Technology,67.17,4.71,2025-10-06,East,2025,2025-10,0.07
ORD-2534,Table,Furniture,117.92,35.89,2025-05-20,South,2025,2025-05,0.304
ORD-2535,Laptop,Technology,236.97,-8.19,2023-03-11,Central,2023,2023-03,-0.035
ORD-2536,Bookcase,Furniture,348.77,14.49,2025-08-16,West,2025,2025-08,0.042
ORD-2537,Bookcase,Furniture,294.14,107.9,2024-12-15,West,2024,2024-12,0.367
ORD-2538,Desk,Furniture,31.25,4.43,2024-11-25,Central,2024,2024-11,0.142
ORD-2539,Stapler,Office Supplies,38.44,11.33,2023-05-20,South,2023,2023-05,0.295
ORD-2540,Tablet,Technology,201.4,36.91,2025-11-04,West,2025,2025-11,0.183
